local_search,AF,serial,MMLIB100,11000,1000,50,10
local_search,AF,serial,MMLIB100,11001,1000,50,10
local_search,AF,serial,MMLIB100,11002,1000,50,10
local_search,AF,serial,MMLIB100,11003,1000,50,10
local_search,AF,serial,MMLIB100,11004,1000,50,10
local_search,AF,serial,MMLIB100,11005,1000,50,10
local_search,AF,serial,MMLIB100,11006,1000,50,10
local_search,AF,serial,MMLIB100,11007,1000,50,10
local_search,AF,serial,MMLIB100,11008,1000,50,10
local_search,AF,serial,MMLIB100,11009,1000,50,10
local_search,AF,serial,MMLIB100,11010,1000,50,10
local_search,AF,serial,MMLIB100,11011,1000,50,10
local_search,AF,serial,MMLIB100,11012,1000,50,10
local_search,AF,serial,MMLIB100,11013,1000,50,10
local_search,AF,serial,MMLIB100,11014,1000,50,10
local_search,AF,serial,MMLIB100,11015,1000,50,10
local_search,AF,serial,MMLIB100,11016,1000,50,10
local_search,AF,serial,MMLIB100,11017,1000,50,10
local_search,AF,serial,MMLIB100,11018,1000,50,10
local_search,AF,serial,MMLIB100,11019,1000,50,10
local_search,AF,serial,MMLIB100,11020,1000,50,10
local_search,AF,serial,MMLIB100,11021,1000,50,10
local_search,AF,serial,MMLIB100,11022,1000,50,10
local_search,AF,serial,MMLIB100,11023,1000,50,10
local_search,AF,serial,MMLIB100,11024,1000,50,10
local_search,AF,serial,MMLIB100,11025,1000,50,10
local_search,AF,serial,MMLIB100,11026,1000,50,10
local_search,AF,serial,MMLIB100,11027,1000,50,10
local_search,AF,serial,MMLIB100,11028,1000,50,10
local_search,AF,serial,MMLIB100,11029,1000,50,10
hybrid,AF,serial,MMLIB100,11000,1000,50,10
hybrid,AF,serial,MMLIB100,11001,1000,50,10
hybrid,AF,serial,MMLIB100,11002,1000,50,10
hybrid,AF,serial,MMLIB100,11003,1000,50,10
hybrid,AF,serial,MMLIB100,11004,1000,50,10
hybrid,AF,serial,MMLIB100,11005,1000,50,10
hybrid,AF,serial,MMLIB100,11006,1000,50,10
hybrid,AF,serial,MMLIB100,11007,1000,50,10
hybrid,AF,serial,MMLIB100,11008,1000,50,10
hybrid,AF,serial,MMLIB100,11009,1000,50,10
hybrid,AF,serial,MMLIB100,11010,1000,50,10
hybrid,AF,serial,MMLIB100,11011,1000,50,10
hybrid,AF,serial,MMLIB100,11012,1000,50,10
hybrid,AF,serial,MMLIB100,11013,1000,50,10
hybrid,AF,serial,MMLIB100,11014,1000,50,10
hybrid,AF,serial,MMLIB100,11015,1000,50,10
hybrid,AF,serial,MMLIB100,11016,1000,50,10
hybrid,AF,serial,MMLIB100,11017,1000,50,10
hybrid,AF,serial,MMLIB100,11018,1000,50,10
hybrid,AF,serial,MMLIB100,11019,1000,50,10
hybrid,AF,serial,MMLIB100,11020,1000,50,10
hybrid,AF,serial,MMLIB100,11021,1000,50,10
