baseline,AF,serial,MMLIB50,12000,1000,50,10
baseline,AF,serial,MMLIB50,12001,1000,50,10
baseline,AF,serial,MMLIB50,12002,1000,50,10
baseline,AF,serial,MMLIB50,12003,1000,50,10
baseline,AF,serial,MMLIB50,12004,1000,50,10
baseline,AF,serial,MMLIB50,12005,1000,50,10
baseline,AF,serial,MMLIB50,12006,1000,50,10
baseline,AF,serial,MMLIB50,12007,1000,50,10
baseline,AF,serial,MMLIB50,12008,1000,50,10
baseline,AF,serial,MMLIB50,12009,1000,50,10
nr,AF,serial,MMLIB50,12000,1000,50,10
nr,AF,serial,MMLIB50,12001,1000,50,10
nr,AF,serial,MMLIB50,12002,1000,50,10
nr,AF,serial,MMLIB50,12003,1000,50,10
nr,AF,serial,MMLIB50,12004,1000,50,10
nr,AF,serial,MMLIB50,12005,1000,50,10
nr,AF,serial,MMLIB50,12006,1000,50,10
nr,AF,serial,MMLIB50,12007,1000,50,10
nr,AF,serial,MMLIB50,12008,1000,50,10
nr,AF,serial,MMLIB50,12009,1000,50,10
lexicase,AF,serial,MMLIB50,12000,1000,50,10
lexicase,AF,serial,MMLIB50,12001,1000,50,10
lexicase,AF,serial,MMLIB50,12002,1000,50,10
lexicase,AF,serial,MMLIB50,12003,1000,50,10
lexicase,AF,serial,MMLIB50,12004,1000,50,10
lexicase,AF,serial,MMLIB50,12005,1000,50,10
lexicase,AF,serial,MMLIB50,12006,1000,50,10
lexicase,AF,serial,MMLIB50,12007,1000,50,10
lexicase,AF,serial,MMLIB50,12008,1000,50,10
lexicase,AF,serial,MMLIB50,12009,1000,50,10
local_search,AF,serial,MMLIB50,12000,1000,50,10
local_search,AF,serial,MMLIB50,12001,1000,50,10
local_search,AF,serial,MMLIB50,12002,1000,50,10
local_search,AF,serial,MMLIB50,12003,1000,50,10
local_search,AF,serial,MMLIB50,12004,1000,50,10
local_search,AF,serial,MMLIB50,12005,1000,50,10
local_search,AF,serial,MMLIB50,12006,1000,50,10
local_search,AF,serial,MMLIB50,12007,1000,50,10
local_search,AF,serial,MMLIB50,12008,1000,50,10
local_search,AF,serial,MMLIB50,12009,1000,50,10
hybrid,AF,serial,MMLIB50,12000,1000,50,10
hybrid,AF,serial,MMLIB50,12001,1000,50,10
hybrid,AF,serial,MMLIB50,12002,1000,50,10
hybrid,AF,serial,MMLIB50,12003,1000,50,10
hybrid,AF,serial,MMLIB50,12004,1000,50,10
hybrid,AF,serial,MMLIB50,12005,1000,50,10
hybrid,AF,serial,MMLIB50,12006,1000,50,10
hybrid,AF,serial,MMLIB50,12007,1000,50,10
hybrid,AF,serial,MMLIB50,12008,1000,50,10
hybrid,AF,serial,MMLIB50,12009,1000,50,10
baseline,MF,serial,MMLIB50,12000,1000,50,10
baseline,MF,serial,MMLIB50,12001,1000,50,10
baseline,MF,serial,MMLIB50,12002,1000,50,10
baseline,MF,serial,MMLIB50,12003,1000,50,10
baseline,MF,serial,MMLIB50,12004,1000,50,10
baseline,MF,serial,MMLIB50,12005,1000,50,10
baseline,MF,serial,MMLIB50,12006,1000,50,10
baseline,MF,serial,MMLIB50,12007,1000,50,10
baseline,MF,serial,MMLIB50,12008,1000,50,10
baseline,MF,serial,MMLIB50,12009,1000,50,10
nr,MF,serial,MMLIB50,12000,1000,50,10
nr,MF,serial,MMLIB50,12001,1000,50,10
nr,MF,serial,MMLIB50,12002,1000,50,10
nr,MF,serial,MMLIB50,12003,1000,50,10
nr,MF,serial,MMLIB50,12004,1000,50,10
nr,MF,serial,MMLIB50,12005,1000,50,10
nr,MF,serial,MMLIB50,12006,1000,50,10
nr,MF,serial,MMLIB50,12007,1000,50,10
nr,MF,serial,MMLIB50,12008,1000,50,10
nr,MF,serial,MMLIB50,12009,1000,50,10
lexicase,MF,serial,MMLIB50,12000,1000,50,10
lexicase,MF,serial,MMLIB50,12001,1000,50,10
lexicase,MF,serial,MMLIB50,12002,1000,50,10
lexicase,MF,serial,MMLIB50,12003,1000,50,10
lexicase,MF,serial,MMLIB50,12004,1000,50,10
lexicase,MF,serial,MMLIB50,12005,1000,50,10
lexicase,MF,serial,MMLIB50,12006,1000,50,10
lexicase,MF,serial,MMLIB50,12007,1000,50,10
lexicase,MF,serial,MMLIB50,12008,1000,50,10
lexicase,MF,serial,MMLIB50,12009,1000,50,10
local_search,MF,serial,MMLIB50,12000,1000,50,10
local_search,MF,serial,MMLIB50,12001,1000,50,10
local_search,MF,serial,MMLIB50,12002,1000,50,10
local_search,MF,serial,MMLIB50,12003,1000,50,10
local_search,MF,serial,MMLIB50,12004,1000,50,10
local_search,MF,serial,MMLIB50,12005,1000,50,10
local_search,MF,serial,MMLIB50,12006,1000,50,10
local_search,MF,serial,MMLIB50,12007,1000,50,10
local_search,MF,serial,MMLIB50,12008,1000,50,10
local_search,MF,serial,MMLIB50,12009,1000,50,10
hybrid,MF,serial,MMLIB50,12000,1000,50,10
hybrid,MF,serial,MMLIB50,12001,1000,50,10
hybrid,MF,serial,MMLIB50,12002,1000,50,10
hybrid,MF,serial,MMLIB50,12003,1000,50,10
hybrid,MF,serial,MMLIB50,12004,1000,50,10
hybrid,MF,serial,MMLIB50,12005,1000,50,10
hybrid,MF,serial,MMLIB50,12006,1000,50,10
hybrid,MF,serial,MMLIB50,12007,1000,50,10
hybrid,MF,serial,MMLIB50,12008,1000,50,10
hybrid,MF,serial,MMLIB50,12009,1000,50,10
baseline,S,serial,MMLIB50,12000,1000,50,10
baseline,S,serial,MMLIB50,12001,1000,50,10
baseline,S,serial,MMLIB50,12002,1000,50,10
baseline,S,serial,MMLIB50,12003,1000,50,10
baseline,S,serial,MMLIB50,12004,1000,50,10
baseline,S,serial,MMLIB50,12005,1000,50,10
baseline,S,serial,MMLIB50,12006,1000,50,10
baseline,S,serial,MMLIB50,12007,1000,50,10
baseline,S,serial,MMLIB50,12008,1000,50,10
baseline,S,serial,MMLIB50,12009,1000,50,10
nr,S,serial,MMLIB50,12000,1000,50,10
nr,S,serial,MMLIB50,12001,1000,50,10
nr,S,serial,MMLIB50,12002,1000,50,10
nr,S,serial,MMLIB50,12003,1000,50,10
nr,S,serial,MMLIB50,12004,1000,50,10
nr,S,serial,MMLIB50,12005,1000,50,10
nr,S,serial,MMLIB50,12006,1000,50,10
nr,S,serial,MMLIB50,12007,1000,50,10
nr,S,serial,MMLIB50,12008,1000,50,10
nr,S,serial,MMLIB50,12009,1000,50,10
lexicase,S,serial,MMLIB50,12000,1000,50,10
lexicase,S,serial,MMLIB50,12001,1000,50,10
lexicase,S,serial,MMLIB50,12002,1000,50,10
lexicase,S,serial,MMLIB50,12003,1000,50,10
lexicase,S,serial,MMLIB50,12004,1000,50,10
lexicase,S,serial,MMLIB50,12005,1000,50,10
lexicase,S,serial,MMLIB50,12006,1000,50,10
lexicase,S,serial,MMLIB50,12007,1000,50,10
lexicase,S,serial,MMLIB50,12008,1000,50,10
lexicase,S,serial,MMLIB50,12009,1000,50,10
local_search,S,serial,MMLIB50,12000,1000,50,10
local_search,S,serial,MMLIB50,12001,1000,50,10
local_search,S,serial,MMLIB50,12002,1000,50,10
local_search,S,serial,MMLIB50,12003,1000,50,10
local_search,S,serial,MMLIB50,12004,1000,50,10
local_search,S,serial,MMLIB50,12005,1000,50,10
local_search,S,serial,MMLIB50,12006,1000,50,10
local_search,S,serial,MMLIB50,12007,1000,50,10
local_search,S,serial,MMLIB50,12008,1000,50,10
local_search,S,serial,MMLIB50,12009,1000,50,10
hybrid,S,serial,MMLIB50,12000,1000,50,10
hybrid,S,serial,MMLIB50,12001,1000,50,10
hybrid,S,serial,MMLIB50,12002,1000,50,10
hybrid,S,serial,MMLIB50,12003,1000,50,10
hybrid,S,serial,MMLIB50,12004,1000,50,10
hybrid,S,serial,MMLIB50,12005,1000,50,10
hybrid,S,serial,MMLIB50,12006,1000,50,10
hybrid,S,serial,MMLIB50,12007,1000,50,10
hybrid,S,serial,MMLIB50,12008,1000,50,10
hybrid,S,serial,MMLIB50,12009,1000,50,10
baseline,AF,parallel,MMLIB50,12000,1000,50,10
baseline,AF,parallel,MMLIB50,12001,1000,50,10
baseline,AF,parallel,MMLIB50,12002,1000,50,10
baseline,AF,parallel,MMLIB50,12003,1000,50,10
baseline,AF,parallel,MMLIB50,12004,1000,50,10
baseline,AF,parallel,MMLIB50,12005,1000,50,10
baseline,AF,parallel,MMLIB50,12006,1000,50,10
baseline,AF,parallel,MMLIB50,12007,1000,50,10
baseline,AF,parallel,MMLIB50,12008,1000,50,10
baseline,AF,parallel,MMLIB50,12009,1000,50,10
nr,AF,parallel,MMLIB50,12000,1000,50,10
nr,AF,parallel,MMLIB50,12001,1000,50,10
nr,AF,parallel,MMLIB50,12002,1000,50,10
nr,AF,parallel,MMLIB50,12003,1000,50,10
nr,AF,parallel,MMLIB50,12004,1000,50,10
nr,AF,parallel,MMLIB50,12005,1000,50,10
nr,AF,parallel,MMLIB50,12006,1000,50,10
nr,AF,parallel,MMLIB50,12007,1000,50,10
nr,AF,parallel,MMLIB50,12008,1000,50,10
nr,AF,parallel,MMLIB50,12009,1000,50,10
lexicase,AF,parallel,MMLIB50,12000,1000,50,10
lexicase,AF,parallel,MMLIB50,12001,1000,50,10
lexicase,AF,parallel,MMLIB50,12002,1000,50,10
lexicase,AF,parallel,MMLIB50,12003,1000,50,10
lexicase,AF,parallel,MMLIB50,12004,1000,50,10
lexicase,AF,parallel,MMLIB50,12005,1000,50,10
lexicase,AF,parallel,MMLIB50,12006,1000,50,10
lexicase,AF,parallel,MMLIB50,12007,1000,50,10
lexicase,AF,parallel,MMLIB50,12008,1000,50,10
lexicase,AF,parallel,MMLIB50,12009,1000,50,10
local_search,AF,parallel,MMLIB50,12000,1000,50,10
local_search,AF,parallel,MMLIB50,12001,1000,50,10
local_search,AF,parallel,MMLIB50,12002,1000,50,10
local_search,AF,parallel,MMLIB50,12003,1000,50,10
local_search,AF,parallel,MMLIB50,12004,1000,50,10
local_search,AF,parallel,MMLIB50,12005,1000,50,10
local_search,AF,parallel,MMLIB50,12006,1000,50,10
local_search,AF,parallel,MMLIB50,12007,1000,50,10
local_search,AF,parallel,MMLIB50,12008,1000,50,10
local_search,AF,parallel,MMLIB50,12009,1000,50,10
hybrid,AF,parallel,MMLIB50,12000,1000,50,10
hybrid,AF,parallel,MMLIB50,12001,1000,50,10
hybrid,AF,parallel,MMLIB50,12002,1000,50,10
hybrid,AF,parallel,MMLIB50,12003,1000,50,10
hybrid,AF,parallel,MMLIB50,12004,1000,50,10
hybrid,AF,parallel,MMLIB50,12005,1000,50,10
hybrid,AF,parallel,MMLIB50,12006,1000,50,10
hybrid,AF,parallel,MMLIB50,12007,1000,50,10
hybrid,AF,parallel,MMLIB50,12008,1000,50,10
hybrid,AF,parallel,MMLIB50,12009,1000,50,10
baseline,MF,parallel,MMLIB50,12000,1000,50,10
baseline,MF,parallel,MMLIB50,12001,1000,50,10
baseline,MF,parallel,MMLIB50,12002,1000,50,10
baseline,MF,parallel,MMLIB50,12003,1000,50,10
baseline,MF,parallel,MMLIB50,12004,1000,50,10
baseline,MF,parallel,MMLIB50,12005,1000,50,10
baseline,MF,parallel,MMLIB50,12006,1000,50,10
baseline,MF,parallel,MMLIB50,12007,1000,50,10
